수질측정망 현황,,,,,,,,,,,,,,
측정소명,구분,조사년월,수온(℃),pH,DO(㎎/L),BOD(㎎/L),TOC(㎎/L),SS(㎎/L),총인(T-P)(㎎/L),총질소(T-N)(㎎/L),총대장균군수(총대장균군수),분원성대장균군(㎎/L),수질통합지수 등급,조사기관
우이천b,지천,20181201,,,,0.2,2.5,0.2,0.015,9.937,4000,200,,서울시보건환경연구원
정릉천a,지천,20181201,,,,0.6,1.1,0.8,0.098,6.912,20000,4500,,서울시보건환경연구원
중랑천a,지천,20181201,,,,0.2,2.7,0.8,0.058,8.912,10000,900,,서울시보건환경연구원
진관천,소하천,20181201,,,,1,0.8,0.2,0.01,1.672,2000,300,,서울시보건환경연구원
불광천a,지천,20181201,,,,9,1.8,1.4,0.07,13.272,1900,500,,서울시보건환경연구원
불광천b,지천,20181201,,,,9.1,1.7,2.4,0.061,11.178,3000,740,,서울시보건환경연구원
불광천c,지천,20181201,,,,8,1.9,1.8,0.061,9.036,18000,2400,,서울시보건환경연구원
평창1천,소하천,20181201,,,,0.1,1.4,0.4,0.123,5.136,7300,450,,서울시보건환경연구원
홍제천d,지천,20181201,,,,1.1,1.3,0.6,0.02,8.083,2600,800,,서울시보건환경연구원
도림천a,지천,20181201,,,,1,1.7,12.6,0.03,3.339,6000,1200,,서울시보건환경연구원
도림천b,지천,20181201,,,,1.1,1.5,1.2,0.017,2.795,3000,440,,서울시보건환경연구원
도림천c,지천,20181201,,,,1,1.8,1.2,0.009,3.32,3000,200,,서울시보건환경연구원
안양천a,지천,20181201,,,,5.4,5.7,5.6,0.389,10.302,21000,1600,,서울시보건환경연구원
안양천b,지천,20181201,,,,5.5,5.1,5.4,0.119,9.961,12000,1000,,서울시보건환경연구원
안양천c,지천,20181201,,,,3.5,4.1,1.6,0.065,8.423,7400,1000,,서울시보건환경연구원
불광천a,지천,20181101,,,,8.2,1.6,3.4,0.095,11.881,2200,180,,서울시보건환경연구원
불광천c,지천,20181101,,,,8.9,6.7,4.1,0.358,9.01,47000,2200,,서울시보건환경연구원
평창1천,소하천,20181101,,,,1.6,1.3,0.2,0.071,4.19,800,45,,서울시보건환경연구원
홍제천d,지천,20181101,,,,0.8,1.4,1,0.022,7.36,5000,1400,,서울시보건환경연구원
도림천a,지천,20181101,,,,0.8,2.3,7.6,0.066,4.167,900,150,,서울시보건환경연구원
도림천b,지천,20181101,,,,1,2.1,1.8,0.043,3.701,1000,300,,서울시보건환경연구원
도림천c,지천,20181101,,,,1.1,1.7,0.8,0.023,2.374,5500,400,,서울시보건환경연구원
안양천a,지천,20181101,,,,7.3,5.3,4.4,0.085,7.162,11000,3000,,서울시보건환경연구원
안양천b,지천,20181101,,,,7.7,4.9,5.2,0.116,7.278,15000,1800,,서울시보건환경연구원
안양천c,지천,20181101,,,,1.8,3.3,0.8,0.063,6.541,32000,1000,,서울시보건환경연구원
양재천a,지천,20181101,,,,2.2,2.6,4.1,0.076,6.373,33000,2200,,서울시보건환경연구원
여의천,지천,20181101,,,,1.3,1.4,0.9,0.072,3.535,2700,200,,서울시보건환경연구원
세곡천a,지천,20181101,,,,1.8,2.2,0.4,0.103,3.524,8200,540,,서울시보건환경연구원
원지천,소하천,20181101,,,,0.8,0.9,9.9,0.037,4.275,1800,25,,서울시보건환경연구원
세곡천b,지천,20181101,,,,0.1,2.2,1.2,0.083,3.783,13000,1300,,서울시보건환경연구원
반포천a,지천,20181101,,,,3.1,2.2,15.5,0.101,3.829,50000,2000,,서울시보건환경연구원
반포천b,지천,20181101,,,,3.1,2,8,0.075,2.949,28000,1000,,서울시보건환경연구원
성내천a,지천,20181101,,,,1.1,1.7,5.4,0.046,3.003,12000,1000,,서울시보건환경연구원
고덕천a,지천,20181101,,,,8.4,2.5,2.8,0.163,4.908,46000,6800,,서울시보건환경연구원
가양,한강본류,20181101,12,7.8,10.2,1.5,2.2,22.3,0.068,4.261,62250,1148,,한강유역환경청
보광,한강본류,20181101,10.8,8.1,11.3,0.6,2.1,4,0.037,2.836,29000,1100,,한강유역환경청
감이천,지천,20181101,,,,2.7,2.6,5.8,0.088,3.27,48000,10000,,서울시보건환경연구원
고덕천,지천,20181101,11,7.8,10.4,1.7,2,10.8,0.119,4.791,11000,600,,서울시보건환경연구원
구의,한강본류,20181101,10.9,8,11.3,1.2,1.8,4,0.026,2.909,220,39,,한강물환경 연구소
노량진,한강본류,20181101,11.3,7.5,10.7,1.2,2.2,4.7,0.045,4.595,5000,2520,,한강물환경 연구소
도림천,지천,20181101,10.4,7.4,11.8,0.9,2.1,0.6,0.038,3.527,6000,1500,,서울시보건환경연구원
뚝도,한강본류,20181101,10.6,8.5,11.4,0.5,2.2,3.6,0.031,2.958,20000,850,,한강유역환경청
망월천,지천,20181101,,,,9.2,2.4,18,0.25,6.326,25000,3200,,한강유역환경청
목감천1,지천,20181101,12.8,7.3,8.9,1.4,3.8,3.2,0.113,8.049,70000,8000,,서울시보건환경연구원
목감천-1,지천,20181101,13.5,7.7,14.6,2.9,4.6,8.6,0.094,6.489,,,,한강유역환경청
성내천,지천,20181101,10.3,7.6,9.5,1.4,2.1,5.2,0.053,2.771,8000,800,,서울시보건환경연구원
성북천,지천,20181101,14.4,7.7,12.6,1.4,1.4,1.8,0.027,5.178,2000,210,,서울시보건환경연구원
안양천9,지천,20181101,12.7,7.9,9.4,1.7,4.4,3.2,0.089,9.79,25000,6900,,한강물환경 연구소
안양천10,지천,20181101,13.3,7.5,9.1,1.2,4.3,4.6,0.088,5.906,19000,3300,,서울시보건환경연구원
암사,한강본류,20181101,12,8.1,10.6,0.5,1.6,3.4,0.018,2.323,5700,46,,한강유역환경청
양재천2,지천,20181101,10.4,7.5,11.5,1.1,2.6,1.6,0.053,6.052,3000,100,,서울시보건환경연구원
영등포,한강본류,20181101,11.2,7.9,11.4,0.5,2.3,5.8,0.042,4.112,44000,390,,한강유역환경청
우이천,지천,20181101,12.9,8,13.8,1.3,2.2,1.6,0.082,6.855,9500,1600,,서울시보건환경연구원
잠실,한강본류,20181101,11.9,8,10.8,0.6,1.5,3.2,0.022,2.457,27000,930,,한강유역환경청
정릉천,지천,20181101,14,7.7,11.5,0.8,1.2,0.8,0.096,6.573,5300,630,,서울시보건환경연구원
중랑천3,지천,20181101,13.6,7.2,10.9,1.5,3.1,5,0.178,9.488,,,,한강물환경 연구소
중랑천4,지천,20181101,15.9,7.4,11.2,1.1,3.1,4.2,0.163,7.256,22000,1600,,서울시보건환경연구원
중랑천5,지천,20181101,12.6,7.6,10.5,1.1,2.8,2.8,0.09,6.671,16000,1200,,서울시보건환경연구원
중랑천6,지천,20181101,18.3,7.2,8.7,2.3,4.3,8.8,0.217,12.218,170000,10000,,서울시보건환경연구원
청계천1,지천,20181101,13.4,7.9,10.6,0.4,1.5,1.2,0.016,2.692,830,200,,서울시보건환경연구원
청계천2,지천,20181101,12.8,8.1,11.7,0.7,1.5,1,0.014,2.879,5000,760,,서울시보건환경연구원
청계천3,지천,20181101,13.1,8,12.1,1.3,1.6,5.8,0.051,3.356,12000,1000,,서울시보건환경연구원
초이천,지천,20181101,11.9,7.7,10.2,1.8,2.2,1.6,0.144,6.191,,,,한강유역환경청
탄천6,지천,20181101,15.9,7.3,8.4,1.3,4.2,4.4,0.127,8.651,14000,1000,,서울시보건환경연구원
홍제천,지천,20181101,12,7.8,12.1,1.3,1.7,1.2,0.05,7.098,2800,300,,서울시보건환경연구원
인수천,소하천,20181101,,,,9.4,2.4,6.6,0.241,6.025,90000,28000,,서울시보건환경연구원
백운천,소하천,20181101,,,,0.4,0.8,0.2,0.006,1.182,600,4,,서울시보건환경연구원
우이천a,지천,20181101,,,,0.3,1,0.6,0.009,1.105,120,10,,서울시보건환경연구원
대동천,지천,20181101,,,,0.4,0.8,0.4,0.007,1.261,700,0,,서울시보건환경연구원
가오천,지천,20181101,,,,0.4,0.9,0.2,0.01,2.021,2200,200,,서울시보건환경연구원
화계천,지천,20181101,,,,0.6,1.1,0.4,0.006,1.667,300,10,,서울시보건환경연구원
우이천b,지천,20181101,,,,0.8,2.7,0.2,0.016,10.193,2000,100,,서울시보건환경연구원
우이천c,지천,20181101,,,,1,1.6,0.2,0.127,10.233,15000,2400,,서울시보건환경연구원
도봉천,지천,20181101,,,,0.7,2.1,17,0.028,7.6,2000,650,,서울시보건환경연구원
방학천,지천,20181101,,,,0.8,2.2,0.2,0.014,9.385,6600,600,,서울시보건환경연구원
당현천,지천,20181101,,,,0.7,1.8,0.8,0.05,7.931,490,74,,서울시보건환경연구원
묵동천,지천,20181101,,,,0.7,2.9,1.8,0.076,9.997,7000,300,,서울시보건환경연구원
정릉천a,지천,20181101,,,,1.7,1.6,0.4,0.115,7.189,54000,5600,,서울시보건환경연구원
중랑천a,지천,20181101,,,,0.8,2.4,3.6,0.086,6.491,7500,720,,서울시보건환경연구원
진관천,소하천,20181101,,,,1,1,0.2,0.017,1.393,800,60,,서울시보건환경연구원
성내천a,지천,20181001,,,,2.3,2.4,10.6,0.049,2.954,78000,6000,,서울시보건환경연구원
고덕천a,지천,20181001,,,,2.5,2.5,1.4,0.206,4.782,19000,3300,,서울시보건환경연구원
가양,한강본류,20181001,17.3,8.4,10.3,1.7,2.5,19.7,0.072,3.722,29020,561,,한강유역환경청
보광,한강본류,20181001,17.8,7.6,9.7,1.9,2.5,5.2,0.073,5.016,230000,7200,,한강유역환경청
감이천,지천,20181001,,,,2.2,3,16.6,0.102,2.292,47000,2100,,서울시보건환경연구원
고덕천,지천,20181001,14.8,7.8,9.9,1.1,1.7,8,0.105,4.18,15000,1400,,서울시보건환경연구원
구의,한강본류,20181001,17,8.2,10.4,1.5,2.5,7.7,0.059,2.926,260,67,,한강물환경 연구소
노량진,한강본류,20181001,16.9,8,9.5,1.6,2.8,9.7,0.079,4.911,3182,1576,,한강물환경 연구소
도림천,지천,20181001,13.6,7.4,8.3,1.8,1.8,2.4,0.057,2.328,140000,11000,,서울시보건환경연구원
뚝도,한강본류,20181001,17.8,7.8,10.2,1.1,2.8,4.8,0.068,3.749,51000,2300,,한강유역환경청
망월천,지천,20181001,,,,4,2.3,16.2,0.259,5.417,5700,900,,한강유역환경청
목감천1,지천,20181001,15.9,7.4,8.4,1.8,3.5,5,0.142,6.644,75000,9000,,서울시보건환경연구원
목감천-1,지천,20181001,17.5,7.7,10.8,3.4,5.1,8.8,0.125,7.378,,,,한강유역환경청
성내천,지천,20181001,15.9,7.7,5.9,2.3,2.6,42.4,0.22,3.384,31000,6600,,서울시보건환경연구원
성북천,지천,20181001,16.9,7.4,11.2,1.3,1.3,1.8,0.035,5.211,78000,11000,,서울시보건환경연구원
안양천9,지천,20181001,17.2,7.9,8.9,1.3,4.4,4.3,0.125,9.081,9400,5500,,한강물환경 연구소
안양천10,지천,20181001,16.5,7.5,8.2,1.7,3.4,6.2,0.125,5.453,42000,1200,,서울시보건환경연구원
암사,한강본류,20181001,16.8,7.6,9.3,0.8,2.2,3.4,0.06,2.394,3200,20,,한강유역환경청
양재천2,지천,20181001,14.4,7.5,10.1,1.1,2,1.6,0.067,5.356,17000,1900,,서울시보건환경연구원
영등포,한강본류,20181001,17.6,7.8,10.3,1.7,2.5,9.8,0.066,3.552,6300,310,,한강유역환경청
우이천,지천,20181001,15.6,7.7,11,1.4,1.6,1.2,0.054,5.056,38000,2800,,서울시보건환경연구원
잠실,한강본류,20181001,16.9,7.6,10.2,1.5,2.2,6.2,0.064,2.484,2400,30,,한강유역환경청
정릉천,지천,20181001,14.7,7.6,10,1.2,1.6,0.6,0.139,5.774,50000,5500,,서울시보건환경연구원
중랑천3,지천,20181001,18.3,7.7,9.9,1.2,3,4.4,0.141,8.421,,,,한강물환경 연구소
중랑천4,지천,20181001,17,7.4,9.7,1.1,2,3.6,0.085,6.997,70000,5400,,서울시보건환경연구원
중랑천5,지천,20181001,15.2,7.7,9.5,1.2,2.1,2.6,0.079,5.009,68000,5500,,서울시보건환경연구원
중랑천6,지천,20181001,20.1,7.5,7.8,6.6,3.5,11.4,0.248,10.704,210000,19000,,서울시보건환경연구원
청계천1,지천,20181001,18.2,7.5,9.7,0.5,1.4,2,0.017,2.396,100,23,,서울시보건환경연구원
청계천2,지천,20181001,16.5,7.9,10.5,0.8,1.4,2.2,0.021,2.623,13000,1200,,서울시보건환경연구원
청계천3,지천,20181001,16.5,7.7,9.8,1.6,1.9,2.2,0.061,3.58,34000,3600,,서울시보건환경연구원
초이천,지천,20181001,15.7,7.9,9.5,2.3,2.6,43.1,0.225,4.502,,,,한강유역환경청
탄천6,지천,20181001,17.9,7.6,8.6,2,3.3,3.4,0.103,6.992,18000,2900,,서울시보건환경연구원
홍제천,지천,20181001,14.9,7.2,9.3,1.6,1.8,1.6,0.074,7.066,37000,2200,,서울시보건환경연구원
인수천,소하천,20181001,,,,0.1,1.2,0.2,0.012,1.743,10000,630,,서울시보건환경연구원
백운천,소하천,20181001,,,,0.1,0.8,0.2,0,1.151,2300,100,,서울시보건환경연구원
우이천a,지천,20181001,,,,0.1,1.3,1.6,0.024,1.666,11000,1000,,서울시보건환경연구원
대동천,지천,20181001,,,,0.1,1.1,0.6,0.014,1.234,900,42,,서울시보건환경연구원
가오천,지천,20181001,,,,0.1,1.2,0.8,0.006,1.762,38000,8000,,서울시보건환경연구원
화계천,지천,20181001,,,,0.1,1.5,1.8,0.003,1.607,6000,160,,서울시보건환경연구원
우이천b,지천,20181001,,,,0.6,1.5,4.6,0.047,2.916,80000,13000,,서울시보건환경연구원
우이천c,지천,20181001,,,,0.9,1.6,2.2,0.103,9.222,110000,27000,,서울시보건환경연구원
도봉천,지천,20181001,,,,0.7,2.7,2.8,0.036,8.945,7500,1700,,서울시보건환경연구원
방학천,지천,20181001,,,,0.5,2.3,3.8,0.057,9.402,9000,900,,서울시보건환경연구원
당현천,지천,20181001,,,,1.7,2.3,3.6,0.096,5.607,180000,21000,,서울시보건환경연구원
묵동천,지천,20181001,,,,1.1,2,4,0.035,1.813,58000,1000,,서울시보건환경연구원
정릉천a,지천,20181001,,,,1.4,1.8,0.6,0.226,7.183,32000,3800,,서울시보건환경연구원
중랑천a,지천,20181001,,,,1.5,2.8,3.6,0.072,5.903,3000,500,,서울시보건환경연구원
진관천,소하천,20181001,,,,0.1,1.1,0.4,0.018,1.259,950,54,,서울시보건환경연구원
불광천a,지천,20181001,,,,6.7,1.6,2.6,0.145,11.865,9000,1100,,서울시보건환경연구원
불광천b,지천,20181001,,,,13.6,2.1,6,0.127,11.564,60000,4100,,서울시보건환경연구원
불광천c,지천,20181001,,,,5.8,2.2,2,0.151,8.935,8000,400,,서울시보건환경연구원
평창1천,소하천,20181001,,,,0.8,1.9,1.2,0.08,3.637,600,10,,서울시보건환경연구원
홍제천d,지천,20181001,,,,0.5,1.4,1.2,0.026,7.375,2800,560,,서울시보건환경연구원
도림천a,지천,20181001,,,,0.6,1.8,10.8,0.067,2.722,6000,100,,서울시보건환경연구원
도림천b,지천,20181001,,,,1.1,1.8,1.4,0.045,2.564,55000,8000,,서울시보건환경연구원
도림천c,지천,20181001,,,,1.4,2.3,2.4,0.034,1.893,3000,200,,서울시보건환경연구원
안양천a,지천,20181001,,,,1.4,3.5,3.6,0.148,5.928,15000,1400,,서울시보건환경연구원
안양천b,지천,20181001,,,,1.4,3.9,3.8,0.153,6.354,32000,4800,,서울시보건환경연구원
안양천c,지천,20181001,,,,1.4,4.5,4.6,0.091,6.586,18000,3000,,서울시보건환경연구원
양재천a,지천,20181001,,,,3.8,2.5,4.8,0.068,8.028,20000,2300,,서울시보건환경연구원
여의천,지천,20181001,,,,0.9,1.6,2.8,0.032,5.067,5000,200,,서울시보건환경연구원
세곡천a,지천,20181001,,,,0.7,1.6,2.2,0.14,3.363,6000,300,,서울시보건환경연구원
원지천,소하천,20181001,,,,0.2,0.8,3.6,0.025,4.656,2600,40,,서울시보건환경연구원
세곡천b,지천,20181001,,,,0.5,2.3,4,0.087,3.075,57000,1000,,서울시보건환경연구원
반포천a,지천,20181001,,,,2.7,2.3,9.2,0.195,5.942,140000,13000,,서울시보건환경연구원
반포천b,지천,20181001,,,,2.4,2.7,8,0.112,2.976,10000,1200,,서울시보건환경연구원
가양,한강본류,20180901,23.1,8.3,9.4,1.2,2.6,27.2,0.106,3.568,66425,441,,한강유역환경청
보광,한강본류,20180901,22,7.6,8.9,0.8,2,9,0.064,3.426,19000,420,,한강유역환경청
감이천,지천,20180901,,,,1.1,2.4,9.6,0.079,2.507,15000,1100,,서울시보건환경연구원
고덕천,지천,20180901,23.1,7.8,8.6,1.2,2.1,19,0.125,3.246,21000,7000,,서울시보건환경연구원
구의,한강본류,20180901,22.3,8.1,10.7,1.2,2.6,20.1,0.105,3.067,3200,460,,한강물환경 연구소
노량진,한강본류,20180901,22.2,8,9.3,1.5,3,28.5,0.136,4.289,2645,1123,,한강물환경 연구소
도림천,지천,20180901,23.5,7.3,7.9,0.6,1.9,3.6,0.075,2.352,16000,1400,,서울시보건환경연구원
뚝도,한강본류,20180901,22.1,7.5,9.1,1,2.2,4.8,0.063,3.896,81000,3800,,한강유역환경청
망월천,지천,20180901,,,,8.5,3,31.6,0.405,5.988,930000,170000,,한강유역환경청
목감천1,지천,20180901,24.7,7.4,7.9,1.4,3.8,7.8,0.221,6.289,50000,6000,,서울시보건환경연구원
목감천-1,지천,20180901,25.7,7.9,10.8,2.9,5.6,10.3,0.189,5.843,,,,한강유역환경청
성내천,지천,20180901,22.1,7.8,6.7,1.2,2.7,17,0.158,2.938,28000,3000,,서울시보건환경연구원
성북천,지천,20180901,24.6,8.3,10.9,0.8,1.6,1.8,0.067,6.228,6400,300,,서울시보건환경연구원
안양천9,지천,20180901,23.7,7.7,7.3,1.6,4.4,7.6,0.165,8.53,7700,7100,,한강물환경 연구소
안양천10,지천,20180901,26,7.6,5.9,2.2,3.7,8.2,0.178,4.49,21000,6000,,서울시보건환경연구원
암사,한강본류,20180901,22.3,7.9,9.9,0.7,1.9,4.6,0.05,2.797,12000,910,,한강유역환경청
양재천2,지천,20180901,23.8,7.5,9,0.7,2.1,3.6,0.088,4.608,30000,3000,,서울시보건환경연구원
영등포,한강본류,20180901,22.1,7.7,9.6,0.8,2.1,21.4,0.081,3.161,54000,290,,한강유역환경청
우이천,지천,20180901,23.9,7.7,9.1,0.7,1.8,1,0.052,4.629,15000,1200,,서울시보건환경연구원
잠실,한강본류,20180901,22.3,7.9,9.9,1.1,2.1,5.8,0.052,2.78,7700,240,,한강유역환경청
정릉천,지천,20180901,22.8,7.7,8.4,0.3,1.6,0.2,0.128,5.87,19000,1500,,서울시보건환경연구원
중랑천3,지천,20180901,23.1,7.6,8.7,3.1,3.5,7.8,0.208,7.81,,,,한강물환경 연구소
중랑천4,지천,20180901,23.7,7.3,8.2,0.8,2.2,4.4,0.1,5.026,30000,4000,,서울시보건환경연구원
중랑천5,지천,20180901,23.2,7.6,7.9,0.9,2.4,1.2,0.108,4.926,24000,2400,,서울시보건환경연구원
중랑천6,지천,20180901,25.6,7.3,6.4,5.4,3.5,6,0.205,9.884,130000,47000,,서울시보건환경연구원
청계천1,지천,20180901,22.8,7.5,8.9,0.1,1.7,1.6,0.018,2.622,160,28,,서울시보건환경연구원
청계천2,지천,20180901,24.3,7.7,8.7,0.4,1.8,2.2,0.036,2.943,12000,1300,,서울시보건환경연구원
청계천3,지천,20180901,25.1,7.7,8.3,0.8,1.9,1.2,0.09,3.658,5400,800,,서울시보건환경연구원
초이천,지천,20180901,23.7,8.2,9.7,2.3,2.8,4.3,0.202,4.037,,,,한강유역환경청
탄천6,지천,20180901,25.3,7.3,7.1,1.4,3.3,2.6,0.138,6.132,80000,11000,,서울시보건환경연구원
홍제천,지천,20180901,23,7.7,8.3,1.5,2.1,3.4,0.172,5.793,13000,1300,,서울시보건환경연구원
인수천,소하천,20180901,,,,0.1,1.1,0.4,0.021,1.746,4000,130,,서울시보건환경연구원
백운천,소하천,20180901,,,,0.1,0.9,1,0.008,1.613,2000,140,,서울시보건환경연구원
우이천a,지천,20180901,,,,0.1,1.4,0.8,0.018,0.639,3000,100,,서울시보건환경연구원
대동천,지천,20180901,,,,0.1,1,0.6,0.007,1.18,410,10,,서울시보건환경연구원
가오천,지천,20180901,,,,0.1,1.2,1.6,0.022,1.942,600,9,,서울시보건환경연구원
화계천,지천,20180901,,,,0.1,1.3,0.8,0.009,1.498,2800,50,,서울시보건환경연구원
우이천b,지천,20180901,,,,0.8,2.2,0.6,0.062,6.191,33000,4500,,서울시보건환경연구원
우이천c,지천,20180901,,,,1.2,1.6,1,0.147,11.612,55000,12000,,서울시보건환경연구원
도봉천,지천,20180901,,,,0.4,2.1,0.6,0.013,6.113,35000,3000,,서울시보건환경연구원
방학천,지천,20180901,,,,0.8,2.3,0.6,0.037,7.354,50000,2000,,서울시보건환경연구원
당현천,지천,20180901,,,,0.3,2.4,1,0.013,8.326,500,20,,서울시보건환경연구원
묵동천,지천,20180901,,,,0.4,2.3,6.8,0.035,7.754,5000,200,,서울시보건환경연구원
정릉천a,지천,20180901,,,,1.1,2,0.8,0.233,9.703,11000,2600,,서울시보건환경연구원
중랑천a,지천,20180901,,,,2.8,2.9,3.6,0.064,5.196,3400,220,,서울시보건환경연구원
진관천,소하천,20180901,,,,0.2,1.3,0.8,0.01,1.344,1900,120,,서울시보건환경연구원
불광천a,지천,20180901,,,,5.3,2.6,4,0.232,12.059,33000,4200,,서울시보건환경연구원
불광천b,지천,20180901,,,,10.6,2.6,4.6,0.254,11.002,22000,3300,,서울시보건환경연구원
도림천a,지천,20180901,,,,0.8,2.5,52,0.253,2.946,7000,500,,서울시보건환경연구원
도림천b,지천,20180901,,,,0.9,2.1,8,0.064,2.6,56000,3500,,서울시보건환경연구원
도림천c,지천,20180901,,,,1.1,2.3,1.6,0.103,2.054,10000,300,,서울시보건환경연구원
안양천a,지천,20180901,,,,1.4,4.3,3.6,0.09,7.534,55000,5700,,서울시보건환경연구원
안양천b,지천,20180901,,,,1.1,4.5,5.4,0.071,8.453,43000,6800,,서울시보건환경연구원
안양천c,지천,20180901,,,,2.1,3.7,11.4,0.183,5.124,80000,9200,,서울시보건환경연구원
양재천a,지천,20180901,,,,1.1,2.3,5.2,0.087,5.43,16000,4400,,서울시보건환경연구원
여의천,지천,20180901,,,,0.6,1.5,2,0.05,3.729,3700,160,,서울시보건환경연구원
세곡천a,지천,20180901,,,,2.7,2,3,0.133,2.845,15000,660,,서울시보건환경연구원
원지천,소하천,20180901,,,,0.5,0.8,2,0.027,4.703,3000,100,,서울시보건환경연구원
세곡천b,지천,20180901,,,,0.6,2.2,4.4,0.094,2.423,37000,13000,,서울시보건환경연구원
반포천a,지천,20180901,,,,3,2.1,13.2,0.227,5.895,70000,3500,,서울시보건환경연구원
반포천b,지천,20180901,,,,2.7,2.3,15.4,0.138,2.814,24000,2000,,서울시보건환경연구원
성내천a,지천,20180901,,,,1,1.9,6.8,0.064,3.085,13000,1600,,서울시보건환경연구원
고덕천a,지천,20180901,,,,3.7,2.8,4.4,0.214,3.371,90000,2600,,서울시보건환경연구원
